source_text,target_glyphs,source_len,target_len,categories,pair_id
ua maui tangata i Maui tangata te na tau,g020 g035 g016 g098 g085 g021 g021 g002 g001 g002,9,10,noun noun noun part name noun det det det,229
tangata tangata haere Hotu mate mate i Tupa tangata,g016 g019 g053 g086 g086 g051 g051 g051 g100 g083 g016 g016,9,12,noun noun verb name verb verb part name noun,230
tangata tangi tau vai,g039 g055 g008 g016,4,4,noun verb det noun,231
hitu noho tangata vai hula,g071 g051 g033 g018 g052,5,5,num verb noun noun verb,232
haere kai ki noho nei rua tamaiti,g055 g052 g052 g096 g051 g097 g078 g078 g016,7,9,verb verb part verb part num noun,233
tangata moana Matua te noho o ki mai,g019 g034 g086 g002 g056 g003 g099 g097,8,8,noun noun name det verb det part part,234
i tangata te moe marama tangata,g098 g020 g001 g066 g019 g019 g024,6,7,part noun det verb noun noun,235
o te Matua vahine va i tangata Hotu haere tangata te,g001 g001 g081 g017 g071 g071 g098 g017 g081 g051 g017 g001,11,12,det det name noun num part noun name verb noun det,236
tangata manu tuku te,g019 g019 g019 g051 g006,4,5,noun noun verb det,237
motu i raro i Hina kai manu no vahine te manu,g019 g097 g016 g099 g083 g051 g017 g096 g016 g003 g016,11,11,noun part noun part name verb noun part noun det noun,238
tangata i ika ma he ki haere e,g021 g097 g034 g100 g002 g096 g096 g068 g002,8,9,noun part noun part det part verb det,239
ihu te tangata,g020 g001 g023,3,3,noun det noun,240
tangata rua haere te mo ora tau,g016 g073 g056 g001 g001 g103 g060 g009,7,8,noun num verb det part verb det,241
ki he tangata mate haere ei tamaiti Hotu vahine te makemake,g100 g015 g015 g016 g055 g067 g103 g016 g081 g016 g003 g051,11,12,part det noun verb verb part noun name noun det verb,242
i Hotu haere Hotu ala haere,g096 g091 g052 g081 g054 g054 g051,6,7,part name verb name verb verb,243
atu Hotu moe rakau tangata tamaiti,g098 g081 g081 g051 g022 g019 g029,6,7,part name verb noun noun noun,244
muri Tangaroa te rima marama,g016 g081 g001 g001 g017 g016,5,6,noun name det noun noun,245
mata na vahine,g021 g004 g047,3,3,noun det noun,246
haere tangata tau tangata Ngaara ka vahine na,g051 g016 g015 g017 g017 g081 g081 g001 g016 g001,8,10,verb noun det noun name det noun det,247
taringa haere nga te Tangaroa,g016 g065 g001 g001 g087,5,5,noun verb det det name,248
he ma te he,g004 g103 g006 g006 g003,4,5,det part det det,249
atu i ki mo rakau he tamaiti,g097 g096 g096 g099 g099 g022 g002 g016,7,8,part part part part noun det noun,250
tamaiti tangata tangata he Hotu vahine he Hotu tamaiti,g016 g016 g016 g017 g001 g001 g081 g035 g001 g082 g019,9,11,noun noun noun det name noun det name noun,251
na haere te ai ruatekau hula raa,g001 g054 g015 g104 g076 g051 g023,7,7,det verb det part num verb noun,252
tangata he Tuu noho,g019 g001 g092 g051,4,4,noun det name verb,253
Tuu korero taringa inu noho te ka i ki,g082 g051 g051 g043 g054 g051 g001 g004 g096 g101,9,10,name verb noun verb verb det det part part,254
haere ka pe tangata te he ora tamaiti,g054 g054 g012 g098 g018 g004 g001 g051 g016,8,9,verb det part noun det det verb noun,255
vai i manu hitu,g016 g096 g034 g074,4,4,noun part noun num,256
hele ko ki na i noho tangi he ono,g052 g001 g096 g096 g001 g096 g054 g054 g055 g002 g071,9,11,verb det part det part verb verb det num,257
hula maunga i te,g051 g051 g016 g097 g002,4,5,verb noun part det,258
nga ha i ora vahine tau haere noho,g001 g071 g071 g102 g051 g051 g016 g001 g051 g059 g059,8,11,det num part verb noun det verb verb,259
he vahine noho he tangata hula atu te tangata tangata te,g003 g047 g051 g003 g048 g060 g096 g013 g019 g047 g004,11,11,det noun verb det noun verb part det noun noun det,260
tangata haere rua haere rua tau te Ngaara tena vahine vaka tangata,g016 g057 g071 g058 g072 g007 g005 g081 g005 g017 g017 g016 g016,12,13,noun verb num verb num det det name det noun noun noun,261
haere tau motu,g065 g001 g016,3,3,verb det noun,262
ana kai tua noho ki tamaiti,g017 g054 g017 g017 g051 g104 g018,6,7,noun verb noun verb part noun,263
tahi tamaiti vai tamaiti waha hoki teia te tamaiti tau tau,g072 g016 g037 g017 g019 g051 g002 g001 g001 g036 g005 g002,11,12,num noun noun noun noun verb det det noun det det,264
mua maunga haere marama moe,g036 g017 g053 g035 g053,5,5,noun noun verb noun verb,265
tangi waha vahine tangata na hitu te haere Koihu tamaiti tau,g056 g016 g017 g022 g096 g071 g012 g052 g087 g016 g001,11,11,verb noun noun noun part num det verb name noun det,266
ka nga matangi tangata Hotu a vahine,g002 g013 g016 g018 g086 g003 g017,7,7,det det noun noun name det noun,267
i Matua ka mo tangata Matua ma o,g097 g084 g001 g098 g040 g081 g098 g009,8,8,part name det part noun name part det,268
ki i na tahi rakau he e haere noho i,g098 g096 g096 g074 g021 g001 g002 g002 g056 g056 g051 g103,10,12,part part part num noun det det verb verb part,269
Hina tangata vahine tiki,g085 g023 g021 g057,4,4,name noun noun verb,270
o ka toru i tahi he maunga,g014 g001 g071 g098 g075 g075 g002 g019,7,8,det det num part num det noun,271
haere o ika ha Hotu Hotu teia tangata korero haere,g056 g008 g039 g071 g071 g085 g091 g006 g030 g056 g051 g051,10,12,verb det noun num name name det noun verb verb,272
hare i ruatekau haere tau ika Matua,g018 g102 g102 g071 g058 g001 g021 g081,7,8,noun part num verb det noun name,273
na tau mai teia tau,g096 g001 g096 g002 g004,5,5,part det part det det,274
Koihu ki haere tangata,g082 g098 g053 g016,4,4,name part verb noun,275
he tamaiti korero tamaiti kai tau nga na Hotu na Rangi e,g001 g019 g051 g019 g058 g001 g001 g001 g096 g081 g003 g088 g001,12,13,det noun verb noun verb det det part name det name det,276
te tangata ana i i kai inu haere mate he,g003 g016 g021 g096 g097 g065 g055 g065 g051 g001,10,10,det noun noun part part verb verb verb verb det,277
i manu te noho te o te haere,g096 g044 g002 g051 g011 g001 g005 g051,8,8,part noun det verb det det det verb,278
matangi Tuu e Matua inu,g016 g084 g005 g084 g051,5,5,noun name det name verb,279
haere mua tamaiti vai ihu tangata,g054 g054 g016 g016 g016 g025 g029 g029 g020,6,9,verb noun noun noun noun noun,280
Hotu te i hula i he tamaiti noho tau moe,g091 g015 g103 g103 g055 g096 g096 g002 g016 g064 g057 g063,10,12,name det part verb part det noun verb verb verb,281
ki o matau rima maunga te haere tamaiti i i i,g099 g096 g016 g017 g016 g002 g062 g017 g103 g096 g100 g100,11,12,part part noun noun noun det verb noun part part part,282
nga ra toruteke tena tangata he tamaiti ma te,g005 g005 g100 g071 g071 g005 g023 g023 g007 g016 g042 g006 g006,9,13,det part num det noun det noun noun det,283
tangata moana Hotu ma a ora tamaiti Hotu ai mai,g020 g016 g081 g016 g015 g064 g017 g083 g096 g096,10,10,noun noun name noun det verb noun name part part,284
i tahi tangata mai he te kai,g096 g071 g021 g098 g006 g001 g052,7,7,part num noun part det det verb,285
mai ko ha te,g099 g011 g071 g003,4,4,part det num det,286
o ko kume ava ki,g005 g010 g010 g051 g017 g103 g103,5,7,det det verb noun part,287
i a ki,g097 g002 g096,3,3,part det part,288
ma tamaiti te te ma kai i Hotu tangata,g016 g016 g016 g009 g011 g016 g058 g058 g098 g081 g028,9,11,noun noun det det noun verb part name noun,289
i rakau a hoki tau vai ha tua tangata,g098 g020 g096 g052 g052 g001 g016 g073 g030 g017,9,10,part noun part verb det noun num noun noun,290
raro tahi kai nga a tau vahine haere a na rakau i,g016 g071 g051 g003 g001 g013 g042 g042 g051 g005 g001 g001 g022 g096 g096,12,15,noun num verb det det det noun verb det det noun part,291
te i ihu nga ma vai ava,g002 g105 g016 g016 g013 g013 g016 g016 g017,7,9,det part noun det noun noun noun,292
noho te tuku rakau Hina,g058 g058 g005 g051 g016 g091,5,6,verb det verb noun name,293
Matua teia manu ha te maui ko Matua ika ika,g082 g003 g016 g071 g005 g018 g018 g006 g006 g087 g016 g016,10,12,name det noun num det noun det name noun noun,294
tangata a i i nei,g022 g002 g096 g096 g104 g096,5,6,noun det part part part,295
te a vahine,g006 g002 g016,3,3,det det noun,296
tangata noho he ka he mate haere tau,g016 g051 g051 g011 g001 g001 g052 g066 g066 g005,8,10,noun verb det det det verb verb det,297
maunga haere Hotu he Hotu inu na te he moe,g016 g051 g094 g003 g083 g058 g001 g001 g012 g012 g051,10,11,noun verb name det name verb det det det verb,298
te Ngaara e korero rakau tangi i ruga he vai atu,g011 g081 g081 g006 g051 g017 g060 g097 g097 g033 g006 g017 g096,11,13,det name det verb noun verb part noun det noun part,299
tangata ika te tangata,g022 g018 g015 g046,4,4,noun noun det noun,300
vahine vaka hua tangata kume haere matangi ora kai tangata te vahine,g019 g030 g016 g032 g055 g055 g051 g018 g053 g059 g016 g016 g001 g016,12,14,noun noun noun noun verb verb noun verb verb noun det noun,301
te tangata tangi ki Hotu te Hotu Hotu i hare,g002 g017 g051 g102 g081 g001 g090 g082 g104 g016,10,10,det noun verb part name det name name part noun,302
Hotu noho te hana haere raro ki mai tahi rua motu,g081 g052 g013 g051 g051 g051 g046 g046 g097 g097 g071 g071 g017,11,13,name verb det verb verb noun part part num num noun,303
tangata vahine Hotu rakau atu manu ma matau mata haere,g016 g029 g081 g016 g103 g016 g099 g020 g020 g019 g054,10,11,noun noun name noun part noun part noun noun verb,304
i i vaka Hotu va ono he tangata,g102 g097 g016 g081 g071 g075 g007 g019,8,8,part part noun name num num det noun,305
vahine mo taringa va tangata vahine te tangata tahi na te inu,g019 g104 g019 g071 g023 g047 g047 g004 g004 g025 g025 g071 g071 g004 g001 g051 g051,12,17,noun part noun num noun noun det noun num det det verb,306
tau te vahine e tau Matua i tangata e Koihu manu ana,g001 g001 g017 g015 g003 g003 g081 g081 g097 g097 g016 g001 g001 g083 g018 g018 g018,12,17,det det noun det det name part noun det name noun noun,307
haere matangi Tuu tangata i ma vahine he Tuu tahi i,g051 g017 g081 g017 g102 g100 g100 g017 g009 g093 g071 g097,11,12,verb noun name noun part part noun det name num part,308
ava Tuu te manu he tangata tangata Tuu,g033 g088 g001 g034 g002 g024 g024 g016 g081,8,9,noun name det noun det noun noun name,309
tangata he he Hotu haere he motu he i,g016 g001 g001 g086 g052 g052 g001 g016 g014 g014 g097,9,11,noun det det name verb det noun det part,310
vaka te tahi Hotu Hotu ora a noho nga,g037 g003 g071 g081 g081 g053 g008 g062 g004 g004,9,10,noun det num name name verb det verb det,311
tahi tamaiti Hotu rakau noho ki kai,g071 g027 g086 g086 g018 g018 g051 g103 g055,7,9,num noun name noun verb part verb,312
hele Hotu te rakau he tangata ei haere he i rua tamaiti,g051 g081 g001 g021 g005 g005 g017 g017 g096 g052 g052 g003 g003 g097 g072 g017,12,16,verb name det noun det noun part verb det part num noun,313
tangata tangata Hotu tiki manu na ana ora tahi,g021 g016 g081 g052 g052 g043 g004 g017 g017 g051 g079,9,11,noun noun name verb noun det noun verb num,314
Tane kai i,g081 g051 g096,3,3,name verb part,315
tangata ma vai te uta va atu Hotu ki i mate,g045 g017 g024 g001 g042 g073 g104 g089 g098 g102 g102 g052,11,12,noun noun noun det noun num part name part part verb,316
Hina te Koihu kai Hotu ika te he,g081 g001 g082 g082 g051 g051 g087 g016 g002 g001,8,10,name det name verb name noun det det,317
tau he ruga i te haere te ika rakau vahine Tuu,g004 g001 g001 g016 g097 g001 g051 g003 g020 g019 g017 g089 g089,11,13,det det noun part det verb det noun noun noun name,318
te Tane te nga ki Tangaroa kai motu haere i na,g001 g083 g007 g003 g003 g099 g089 g051 g019 g053 g099 g099,11,12,det name det det part name verb noun verb part part,319
noho tena a ala he a ma ana Tuu vahine tau te,g059 g004 g004 g001 g056 g003 g003 g002 g016 g021 g021 g093 g018 g004 g002,12,15,verb det det verb det det noun noun name noun det det,320
a tamaiti te,g096 g018 g008,3,3,part noun det,321
ko moe vahine rua rakau toru Hina marama Matua tangata vahine,g013 g051 g020 g071 g016 g076 g081 g016 g081 g039 g018 g018,11,12,det verb noun num noun num name noun name noun noun,322
ika te rua rakau tangata tangi he he na tangata te hahau,g016 g001 g071 g016 g025 g053 g009 g001 g004 g042 g005 g053,12,12,noun det num noun noun verb det det det noun det verb,323
Hotu tangata ka ihu haere,g085 g016 g009 g044 g051,5,5,name noun det noun verb,324
hoki na moe,g051 g097 g097 g051,3,4,verb part verb,325
mo haere na tua tau mai i toru,g104 g051 g096 g096 g016 g016 g002 g098 g097 g071,8,10,part verb part noun det part part num,326
ora he Matua,g051 g002 g090,3,3,verb det name,327
na hare te te tangata Matua Hotu haere tau,g102 g050 g001 g002 g021 g084 g081 g065 g001,9,9,part noun det det noun name name verb det,328
ora manu haere haere te na,g051 g023 g051 g052 g007 g007 g096,6,7,verb noun verb verb det part,329
ruga haere ana,g017 g051 g017,3,3,noun verb noun,330
haere tangi te Hotu ma atu Rongo matangi Hina,g056 g058 g003 g092 g103 g096 g095 g018 g082,9,9,verb verb det name part part name noun name,331
tau matangi korero manu tangata inu vahine,g001 g016 g052 g052 g017 g018 g067 g018,7,8,det noun verb noun noun verb noun,332
tamaiti tangata Hotu hare,g021 g016 g084 g016,4,4,noun noun name noun,333
te rima manu vahine haere ki,g002 g071 g017 g017 g017 g059 g097,6,7,det num noun noun verb part,334
i tangata i vai na matangi vai ka noho,g098 g021 g096 g024 g004 g004 g042 g042 g015 g053,9,10,part noun part noun det noun noun det verb,335
tangata vai Rongo vahine vahine tamaiti Hina rakau manu rua he,g019 g019 g028 g081 g018 g025 g017 g083 g016 g016 g016 g071 g071 g001,11,14,noun noun name noun noun noun name noun noun num det,336
rua tangata nga i Hotu te a te inu haere vai,g071 g037 g012 g102 g084 g084 g005 g002 g006 g055 g056 g023,11,12,num noun det part name det det det verb verb noun,337
pe he vahine vahine haere i hula,g099 g015 g015 g016 g018 g053 g098 g051,7,8,part det noun noun verb part verb,338
Hotu no haere te maui Tuu Ngaara he no i haere Ngaara,g088 g097 g052 g001 g031 g095 g085 g001 g096 g096 g058 g085,12,12,name part verb det noun name name det part part verb name,339
o haere Hotu noho ki haere tamaiti haere,g004 g051 g051 g082 g056 g096 g052 g018 g054,8,9,det verb name verb part verb noun verb,340
atu Tuu mai haere tangata,g104 g090 g099 g052 g017,5,5,part name part verb noun,341
haere rua Rongo matangi Hotu marama tangata vahine,g052 g072 g082 g036 g081 g023 g017 g027,8,8,verb num name noun name noun noun noun,342
na haere i te tamaiti Maui motu vahine,g005 g051 g096 g002 g017 g083 g083 g016 g016 g016,8,10,det verb part det noun name noun noun,343
e va Hotu tamaiti ma Ngaara,g001 g074 g083 g037 g016 g083,6,6,det num name noun noun name,344
ruga ika tamaiti tiki tamaiti tangata te,g018 g017 g017 g053 g016 g016 g014,7,7,noun noun noun verb noun noun det,345
te te atu tamaiti,g005 g003 g096 g025,4,4,det det part noun,346
hahau haere ki tamaiti ika mate vai ihu,g052 g052 g051 g096 g016 g018 g051 g051 g016 g031,8,10,verb verb part noun noun verb noun noun,347
ihu rakau tamaiti,g020 g020 g017 g021,3,4,noun noun noun,348
i tangata noho kiko tangata ma tahi i ki te toru ika,g096 g020 g062 g017 g016 g016 g016 g071 g102 g097 g005 g005 g071 g025,12,14,part noun verb noun noun noun num part part det num noun,349
matangi Tupa haere ua Hotu i hana vahine e,g016 g082 g052 g021 g081 g097 g051 g019 g002,9,9,noun name verb noun name part verb noun det,350
rua Hotu haere vahine Matua moe mate,g071 g071 g083 g070 g039 g039 g082 g051 g051 g056,7,10,num name verb noun name verb verb,351
ora te tangata inu haere vai ki,g054 g002 g016 g056 g054 g019 g096 g096,7,8,verb det noun verb verb noun part,352
he rere te tau,g001 g059 g008 g001,4,4,det verb det det,353
tau ora vahine moe o ka Hotu tau tangata he a,g001 g064 g016 g064 g001 g001 g081 g003 g016 g001 g001,11,11,det verb noun verb det det name det noun det det,354
ha te he ika vahine tau ki tau motu,g071 g008 g002 g018 g016 g005 g005 g096 g007 g026,9,10,num det det noun noun det part det noun,355
ki noho haere,g097 g054 g054 g063,3,4,part verb verb,356
e tangata vahine,g001 g019 g024,3,3,det noun noun,357
tahi matau waha tahi noho tangata ika tau i,g071 g016 g016 g019 g019 g074 g053 g053 g041 g019 g001 g098,9,12,num noun noun num verb noun noun det part,358
i ma o vahine tamaiti te,g097 g022 g004 g004 g036 g036 g021 g007 g007,6,9,part noun det noun noun det,359
mai Hotu toru marama vahine te moana toru,g099 g091 g073 g016 g016 g001 g001 g017 g071,8,9,part name num noun noun det noun num,360
vai moe he Makemake tangata,g016 g053 g004 g004 g081 g021,5,6,noun verb det name noun,361
kai Hotu tamaiti vahine,g057 g094 g018 g017,4,4,verb name noun noun,362
vahine ora tangi i tangata tangata he ki tangata te haere vai,g018 g052 g051 g097 g016 g016 g016 g002 g002 g102 g017 g002 g054 g054 g037,12,15,noun verb verb part noun noun det part noun det verb noun,363
tangata tangi vai raa,g016 g063 g044 g026,4,4,noun verb noun noun,364
ora te kai tangata ki tangata,g051 g001 g051 g025 g025 g098 g016,6,7,verb det verb noun part noun,365
te vahine tekau Hotu noho noho,g002 g018 g018 g074 g081 g055 g055,6,7,det noun num name verb verb,366
tau toru inu vahine Tangaroa raa tangata na,g015 g015 g071 g053 g017 g092 g016 g017 g001,8,9,det num verb noun name noun noun det,367
muri tangi vahine tamaiti he pe,g018 g052 g028 g017 g011 g096,6,6,noun verb noun noun det part,368
inu vahine tangata tau te manu ora puke te,g054 g026 g017 g002 g002 g001 g001 g036 g036 g052 g056 g001,9,12,verb noun noun det det noun verb verb det,369
nei Hotu i ora o tau ana i he tangata,g099 g081 g100 g054 g003 g051 g018 g099 g099 g001 g001 g017,10,12,part name part verb det verb noun part det noun,370
